goal,gender,age,height_cm,weight_kg,bmi,diet_type,activity_level,equipment,frequency,region,persona
build_muscle,Female,33,171.6,65.2,22.1,vegan,active,dumbbells,4,indian,1
lose_weight,Female,62,155.3,54.7,22.7,vegetarian,light,full_gym,6,global,0
build_muscle,Male,61,171.2,74.8,25.5,vegan,very_active,no_equipment,3,indian,0
improve_stamina,Other,62,161.5,52.0,19.9,vegan,very_active,full_gym,3,western,7
improve_stamina,Male,50,178.1,73.6,23.2,standard,light,dumbbells,5,western,7
improve_stamina,Other,39,174.3,51.8,17.1,standard,active,dumbbells,4,indian,0
stay_active,Male,58,159.8,68.5,26.8,eggetarian,moderate,no_equipment,3,indian,7
build_muscle,Male,58,173.7,59.1,19.6,eggetarian,light,dumbbells,3,indian,1
lose_weight,Male,37,173.6,68.5,22.7,eggetarian,moderate,full_gym,3,western,0
improve_stamina,Male,24,180.2,82.8,25.5,jain,sedentary,dumbbells,4,indian,0
build_muscle,Female,34,161.9,64.8,24.7,standard,sedentary,full_gym,6,indian,2
build_muscle,Female,39,145.1,70.3,33.4,standard,moderate,dumbbells,3,western,1
build_muscle,Female,55,156.3,56.7,23.2,standard,moderate,no_equipment,4,indian,0
lose_weight,Male,61,174.1,73.1,24.1,eggetarian,very_active,full_gym,4,indian,0
lose_weight,Male,56,172.6,86.3,29.0,vegetarian,active,full_gym,4,indian,6
lose_weight,Male,44,172.1,74.6,25.2,vegetarian,light,dumbbells,4,western,1
stay_active,Female,27,153.7,59.3,25.1,eggetarian,light,no_equipment,3,indian,8
improve_stamina,Male,41,182.0,93.9,28.3,standard,very_active,no_equipment,3,indian,7
improve_stamina,Female,17,148.5,64.9,29.4,vegetarian,moderate,full_gym,5,indian,0
lose_weight,Male,40,182.3,62.1,18.7,standard,light,full_gym,4,western,0
improve_stamina,Male,57,180.6,40.0,12.3,eggetarian,moderate,full_gym,4,indian,7
improve_stamina,Male,36,164.5,100.9,37.3,vegetarian,light,no_equipment,6,western,0
lose_weight,Female,51,168.1,40.0,14.2,eggetarian,very_active,full_gym,4,indian,0
improve_stamina,Male,27,168.7,72.6,25.5,vegetarian,very_active,full_gym,3,indian,0
build_muscle,Other,47,167.7,64.7,23.0,standard,light,full_gym,5,indian,2
lose_weight,Female,41,156.7,54.6,22.2,eggetarian,very_active,full_gym,4,western,0
lose_weight,Female,16,178.8,58.4,18.3,standard,light,dumbbells,3,western,8
build_muscle,Male,29,174.2,91.5,30.2,eggetarian,light,full_gym,4,indian,2
stay_active,Female,27,166.6,48.3,17.4,eggetarian,light,full_gym,3,indian,5
stay_active,Female,17,166.4,69.7,25.2,eggetarian,active,dumbbells,4,indian,8
improve_stamina,Other,57,180.9,69.1,21.1,standard,moderate,dumbbells,5,indian,7
lose_weight,Female,31,175.1,62.2,20.3,vegetarian,moderate,no_equipment,4,western,8
stay_active,Male,22,191.7,63.5,17.3,eggetarian,light,dumbbells,4,indian,5
lose_weight,Female,32,166.3,55.4,20.0,standard,moderate,dumbbells,5,indian,8
build_muscle,Male,26,167.2,82.5,29.5,jain,very_active,full_gym,4,indian,3
stay_active,Female,55,158.4,61.6,24.6,jain,active,full_gym,4,western,7
improve_stamina,Male,36,178.4,71.6,22.5,jain,sedentary,dumbbells,5,indian,0
stay_active,Male,56,178.9,73.6,23.0,eggetarian,active,dumbbells,6,indian,7
improve_stamina,Male,32,169.5,42.1,14.7,standard,active,dumbbells,4,indian,0
stay_active,Male,45,173.9,83.0,27.4,vegan,light,dumbbells,5,indian,7
lose_weight,Male,64,162.7,88.4,33.4,standard,moderate,no_equipment,3,indian,6
build_muscle,Female,22,155.3,51.3,21.3,vegetarian,light,full_gym,4,indian,2
build_muscle,Male,62,173.9,54.1,17.9,vegetarian,moderate,no_equipment,3,indian,0
lose_weight,Female,22,157.3,77.4,31.3,eggetarian,moderate,dumbbells,4,indian,6
lose_weight,Female,31,162.3,49.3,18.7,standard,active,no_equipment,4,global,8
build_muscle,Male,31,162.5,102.6,38.9,vegetarian,sedentary,no_equipment,5,indian,0
stay_active,Female,44,166.1,40.3,14.6,standard,light,dumbbells,3,indian,7
lose_weight,Male,28,156.3,75.6,30.9,standard,moderate,dumbbells,3,indian,6
build_muscle,Male,18,162.3,66.9,25.4,standard,moderate,full_gym,4,indian,2
lose_weight,Male,25,169.5,70.7,24.6,eggetarian,sedentary,full_gym,5,western,0
stay_active,Female,19,158.7,49.9,19.8,standard,light,full_gym,3,indian,5
lose_weight,Male,53,191.6,75.1,20.5,eggetarian,light,full_gym,6,indian,0
lose_weight,Female,21,168.4,54.4,19.2,eggetarian,moderate,dumbbells,4,indian,8
build_muscle,Male,27,179.9,69.1,21.4,vegetarian,light,full_gym,4,indian,2
build_muscle,Female,56,165.2,60.5,22.2,jain,moderate,no_equipment,6,indian,0
build_muscle,Male,23,163.9,58.4,21.7,eggetarian,sedentary,full_gym,3,indian,2
lose_weight,Female,55,157.5,46.7,18.8,eggetarian,light,dumbbells,5,indian,8
lose_weight,Female,59,177.6,45.9,14.6,eggetarian,light,full_gym,4,indian,0
lose_weight,Male,36,169.1,65.8,23.0,standard,moderate,dumbbells,3,indian,1
build_muscle,Female,36,161.2,72.6,27.9,vegetarian,light,dumbbells,4,indian,1
lose_weight,Female,44,152.6,51.3,22.0,standard,sedentary,no_equipment,3,indian,8
lose_weight,Male,64,173.7,51.2,17.0,vegetarian,light,dumbbells,5,western,1
build_muscle,Other,25,168.9,76.9,27.0,eggetarian,very_active,full_gym,4,indian,3
build_muscle,Female,51,152.5,73.7,31.7,standard,very_active,no_equipment,4,global,0
build_muscle,Male,49,187.5,61.1,17.4,vegetarian,moderate,no_equipment,4,indian,0
stay_active,Male,34,165.1,75.2,27.6,standard,very_active,dumbbells,3,western,0
lose_weight,Female,30,154.1,53.6,22.6,standard,moderate,full_gym,5,indian,0
lose_weight,Female,32,165.2,49.9,18.3,standard,light,dumbbells,3,western,8
stay_active,Male,32,150.9,67.2,29.5,standard,light,dumbbells,4,indian,5
build_muscle,Male,28,178.3,65.1,20.5,vegetarian,moderate,dumbbells,4,indian,1
stay_active,Female,25,155.0,52.0,21.6,vegetarian,active,full_gym,3,indian,0
stay_active,Female,28,163.7,54.7,20.4,standard,active,dumbbells,3,indian,8
lose_weight,Male,25,183.6,71.3,21.2,standard,active,dumbbells,5,indian,1
stay_active,Female,31,164.3,48.3,17.9,standard,very_active,full_gym,4,indian,0
build_muscle,Male,25,186.1,71.6,20.7,vegetarian,sedentary,full_gym,3,indian,2
lose_weight,Female,47,160.1,67.2,26.2,vegetarian,sedentary,no_equipment,3,indian,8
build_muscle,Male,30,182.7,66.0,19.8,eggetarian,moderate,no_equipment,3,western,0
lose_weight,Female,24,161.5,69.5,26.6,vegetarian,moderate,no_equipment,4,western,8
improve_stamina,Female,27,155.7,43.9,18.1,vegetarian,moderate,full_gym,5,indian,0
stay_active,Female,45,155.9,45.7,18.8,standard,light,full_gym,5,indian,7
improve_stamina,Male,38,182.0,93.3,28.2,standard,sedentary,dumbbells,4,indian,0
build_muscle,Male,41,159.3,77.1,30.4,vegetarian,very_active,no_equipment,4,indian,0
stay_active,Female,53,159.6,66.7,26.2,standard,sedentary,full_gym,3,indian,7
lose_weight,Male,30,171.8,40.0,13.6,vegetarian,active,full_gym,6,indian,0
stay_active,Other,28,169.8,61.5,21.3,eggetarian,moderate,full_gym,5,western,0
lose_weight,Female,35,162.2,57.9,22.0,standard,active,no_equipment,4,indian,8
improve_stamina,Female,60,154.7,65.7,27.5,standard,moderate,dumbbells,6,indian,7
lose_weight,Female,30,171.4,63.8,21.7,vegan,active,dumbbells,4,global,8
lose_weight,Female,32,168.9,65.1,22.8,vegetarian,very_active,full_gym,5,indian,0
improve_stamina,Other,38,174.2,51.8,17.1,standard,very_active,full_gym,3,global,0
lose_weight,Female,17,154.7,42.0,17.5,vegan,light,full_gym,6,indian,0
lose_weight,Female,36,148.0,70.9,32.4,standard,sedentary,full_gym,3,indian,6
build_muscle,Female,19,162.3,50.9,19.3,standard,moderate,dumbbells,4,western,1
build_muscle,Male,32,173.5,85.8,28.5,vegetarian,active,full_gym,4,indian,3
build_muscle,Male,27,172.3,66.9,22.5,vegetarian,light,dumbbells,3,indian,1
build_muscle,Male,53,162.8,42.6,16.1,standard,light,full_gym,3,western,2
improve_stamina,Male,51,150.6,76.0,33.5,standard,moderate,full_gym,4,indian,7
lose_weight,Male,49,174.8,62.0,20.3,standard,moderate,full_gym,4,western,0
build_muscle,Female,42,166.3,56.7,20.5,vegetarian,moderate,dumbbells,3,indian,1
build_muscle,Female,27,166.1,55.9,20.3,standard,active,no_equipment,4,indian,0
lose_weight,Male,21,172.8,70.4,23.6,eggetarian,moderate,full_gym,4,western,0
lose_weight,Male,27,182.3,72.4,21.8,vegetarian,sedentary,dumbbells,4,western,1
build_muscle,Male,23,174.7,71.9,23.6,vegetarian,moderate,no_equipment,5,indian,0
improve_stamina,Female,33,157.1,59.5,24.1,standard,moderate,full_gym,4,indian,0
lose_weight,Other,27,158.9,61.3,24.3,standard,sedentary,full_gym,5,indian,0
build_muscle,Male,41,183.2,67.1,20.0,vegetarian,moderate,dumbbells,3,indian,1
lose_weight,Male,37,186.6,68.5,19.7,vegetarian,light,dumbbells,5,western,1
lose_weight,Female,62,155.8,68.5,28.2,vegetarian,very_active,dumbbells,3,global,8
stay_active,Male,42,178.1,78.0,24.6,eggetarian,moderate,dumbbells,5,western,7
lose_weight,Male,28,179.3,43.9,13.7,vegan,sedentary,no_equipment,3,indian,0
improve_stamina,Male,30,176.0,87.6,28.3,vegan,very_active,no_equipment,3,indian,0
stay_active,Female,38,164.3,40.0,14.8,eggetarian,active,full_gym,4,indian,0
lose_weight,Female,48,157.9,60.1,24.1,standard,moderate,dumbbells,6,western,8
build_muscle,Male,23,172.9,88.5,29.6,vegetarian,sedentary,no_equipment,4,indian,0
build_muscle,Female,39,161.2,40.0,15.4,standard,very_active,dumbbells,6,global,1
stay_active,Female,20,174.3,73.7,24.3,standard,moderate,full_gym,6,indian,0
improve_stamina,Female,22,157.5,66.3,26.7,vegetarian,light,no_equipment,3,western,0
improve_stamina,Female,45,164.3,64.2,23.8,vegan,light,full_gym,4,global,7
lose_weight,Male,27,179.8,55.2,17.1,eggetarian,light,no_equipment,3,indian,0
build_muscle,Male,30,182.0,62.0,18.7,standard,light,dumbbells,4,indian,1
build_muscle,Other,17,164.4,60.1,22.2,standard,moderate,full_gym,3,indian,2
lose_weight,Female,23,162.5,50.6,19.2,jain,sedentary,dumbbells,5,indian,8
lose_weight,Male,24,177.6,82.8,26.3,vegan,active,full_gym,4,global,0
lose_weight,Male,56,176.5,76.8,24.7,vegetarian,light,no_equipment,3,indian,0
improve_stamina,Female,27,163.5,49.5,18.5,standard,light,dumbbells,4,indian,0
lose_weight,Female,61,156.7,43.6,17.8,vegetarian,active,no_equipment,3,indian,8
build_muscle,Male,46,178.3,78.4,24.7,vegetarian,light,full_gym,4,global,2
improve_stamina,Other,57,155.9,47.9,19.7,vegan,active,no_equipment,5,indian,7
build_muscle,Male,54,187.1,56.3,16.1,vegetarian,sedentary,dumbbells,4,indian,1
build_muscle,Female,28,159.4,68.3,26.9,standard,light,full_gym,3,global,2
lose_weight,Male,57,196.1,81.5,21.2,standard,light,dumbbells,4,western,1
stay_active,Female,33,155.9,45.3,18.6,standard,moderate,no_equipment,3,indian,8
lose_weight,Male,33,164.5,82.0,30.3,vegetarian,moderate,no_equipment,5,indian,6
build_muscle,Male,45,162.5,73.5,27.8,vegetarian,very_active,full_gym,4,indian,0
lose_weight,Female,52,168.1,68.6,24.3,vegetarian,light,no_equipment,4,indian,8
lose_weight,Female,34,165.7,54.1,19.7,jain,active,no_equipment,3,global,8
lose_weight,Female,18,158.9,66.6,26.4,vegetarian,moderate,dumbbells,3,indian,8
lose_weight,Female,54,176.4,55.4,17.8,eggetarian,light,dumbbells,6,western,8
lose_weight,Female,43,172.2,70.2,23.7,vegetarian,light,dumbbells,5,indian,8
improve_stamina,Male,31,167.7,47.2,16.8,vegan,light,no_equipment,4,western,0
improve_stamina,Male,25,185.6,69.0,20.0,vegetarian,active,full_gym,5,western,0
stay_active,Female,29,171.5,57.5,19.5,standard,moderate,dumbbells,3,indian,8
stay_active,Female,21,153.5,52.2,22.2,eggetarian,moderate,dumbbells,6,indian,8
lose_weight,Male,27,164.1,62.7,23.3,standard,moderate,dumbbells,4,indian,1
lose_weight,Male,50,164.4,70.7,26.2,jain,active,dumbbells,4,indian,1
lose_weight,Female,55,149.0,62.7,28.2,standard,moderate,no_equipment,4,western,8
improve_stamina,Male,41,161.8,100.2,38.3,vegetarian,light,full_gym,5,western,7
lose_weight,Female,30,170.1,43.9,15.2,jain,light,dumbbells,4,indian,8
stay_active,Female,39,159.6,56.7,22.3,eggetarian,light,dumbbells,3,global,8
improve_stamina,Male,23,178.6,60.8,19.1,standard,sedentary,dumbbells,3,indian,0
lose_weight,Female,54,160.8,62.8,24.3,vegan,light,no_equipment,3,global,8
lose_weight,Female,22,165.2,69.6,25.5,vegetarian,moderate,full_gym,3,indian,0
lose_weight,Male,32,177.9,66.0,20.9,vegetarian,moderate,full_gym,5,indian,0
stay_active,Male,35,160.8,64.6,25.0,standard,very_active,no_equipment,3,indian,0
lose_weight,Female,25,155.4,72.5,30.0,eggetarian,very_active,dumbbells,5,indian,6
lose_weight,Male,28,174.1,80.0,26.4,standard,sedentary,no_equipment,4,indian,0
build_muscle,Male,21,188.7,78.7,22.1,vegan,light,no_equipment,5,indian,0
build_muscle,Male,60,163.9,88.2,32.8,vegetarian,moderate,full_gym,6,indian,2
build_muscle,Female,22,152.6,57.6,24.7,standard,moderate,dumbbells,5,indian,1
lose_weight,Male,20,181.9,77.7,23.5,standard,light,full_gym,4,indian,0
build_muscle,Male,40,171.4,82.4,28.0,standard,active,dumbbells,4,indian,1
lose_weight,Male,54,173.8,80.2,26.6,vegetarian,moderate,no_equipment,3,global,0
build_muscle,Female,51,172.0,53.9,18.2,standard,active,full_gym,5,western,0
lose_weight,Female,40,160.8,70.9,27.4,vegan,very_active,dumbbells,5,indian,8
stay_active,Female,42,171.1,61.9,21.1,eggetarian,very_active,no_equipment,3,western,7
lose_weight,Female,28,170.5,51.3,17.6,standard,active,no_equipment,5,indian,8
improve_stamina,Female,19,156.9,40.0,16.2,vegetarian,sedentary,full_gym,3,global,0
build_muscle,Male,33,174.9,61.4,20.1,vegetarian,sedentary,full_gym,5,indian,2
build_muscle,Female,42,167.5,43.9,15.6,vegetarian,active,no_equipment,5,indian,0
build_muscle,Male,31,170.1,84.6,29.2,vegetarian,moderate,full_gym,3,indian,2
lose_weight,Male,28,176.9,63.8,20.4,vegan,active,no_equipment,3,indian,0
lose_weight,Male,27,176.8,78.8,25.2,eggetarian,sedentary,full_gym,3,indian,0
lose_weight,Female,33,151.1,78.7,34.5,vegan,active,no_equipment,4,indian,6
build_muscle,Female,37,168.6,40.0,14.1,vegetarian,light,dumbbells,5,indian,1
lose_weight,Male,34,180.6,86.8,26.6,vegetarian,sedentary,full_gym,3,western,0
build_muscle,Female,56,163.8,75.1,28.0,standard,light,no_equipment,3,global,0
build_muscle,Male,44,164.6,47.0,17.3,jain,light,full_gym,5,indian,2
lose_weight,Male,47,176.6,68.7,22.0,vegetarian,moderate,full_gym,4,global,0
improve_stamina,Female,34,170.0,79.9,27.6,eggetarian,light,no_equipment,6,indian,0
build_muscle,Other,40,166.7,60.3,21.7,eggetarian,light,dumbbells,6,indian,1
build_muscle,Female,34,154.2,54.5,22.9,vegetarian,moderate,dumbbells,4,indian,1
stay_active,Male,31,186.6,63.8,18.3,eggetarian,light,no_equipment,4,indian,5
lose_weight,Female,57,155.5,62.5,25.8,eggetarian,moderate,full_gym,5,global,0
lose_weight,Female,31,159.7,75.7,29.7,standard,light,no_equipment,3,indian,8
lose_weight,Other,37,154.8,58.7,24.5,vegetarian,active,dumbbells,4,western,1
lose_weight,Male,29,181.3,87.9,26.7,standard,moderate,no_equipment,5,indian,0
stay_active,Male,27,172.8,85.9,28.8,eggetarian,light,full_gym,5,global,5
stay_active,Female,47,160.2,65.0,25.3,standard,active,full_gym,5,western,7
lose_weight,Male,35,180.8,99.7,30.5,standard,light,full_gym,4,indian,6
improve_stamina,Female,27,155.5,62.0,25.6,standard,active,dumbbells,3,indian,0
lose_weight,Male,49,163.9,83.7,31.2,eggetarian,light,no_equipment,5,indian,6
improve_stamina,Male,18,173.8,74.6,24.7,standard,light,full_gym,4,indian,0
build_muscle,Male,61,174.8,69.8,22.8,standard,sedentary,full_gym,5,western,2
stay_active,Male,26,181.7,94.3,28.6,standard,very_active,no_equipment,3,global,0
lose_weight,Female,28,159.0,75.2,29.7,vegetarian,light,no_equipment,3,indian,8
build_muscle,Male,55,159.9,79.1,30.9,jain,moderate,no_equipment,3,global,0
improve_stamina,Male,16,166.1,77.7,28.2,eggetarian,moderate,full_gym,4,western,0
lose_weight,Female,17,151.6,53.6,23.3,standard,light,dumbbells,5,indian,8
build_muscle,Female,29,158.4,59.8,23.8,vegan,moderate,full_gym,3,indian,2
lose_weight,Male,46,164.9,73.0,26.8,vegetarian,very_active,dumbbells,3,indian,1
improve_stamina,Male,36,189.4,67.3,18.8,standard,active,full_gym,4,indian,0
build_muscle,Female,42,159.1,42.2,16.7,standard,active,full_gym,5,indian,0
build_muscle,Female,39,167.5,49.1,17.5,eggetarian,active,dumbbells,3,global,1
improve_stamina,Male,62,165.4,67.8,24.8,jain,active,no_equipment,5,indian,7
build_muscle,Male,58,167.2,77.4,27.7,vegetarian,active,no_equipment,5,western,0
build_muscle,Male,16,185.0,77.4,22.6,jain,moderate,full_gym,3,indian,2
build_muscle,Female,46,177.1,69.8,22.3,standard,moderate,dumbbells,4,indian,1
stay_active,Female,28,151.4,40.5,17.7,vegetarian,light,full_gym,4,indian,5
lose_weight,Female,44,176.5,58.0,18.6,standard,light,dumbbells,4,indian,8
lose_weight,Female,34,155.1,53.3,22.2,standard,active,full_gym,5,indian,0
improve_stamina,Male,43,169.8,73.7,25.6,standard,moderate,dumbbells,5,global,7
build_muscle,Female,36,156.8,60.9,24.8,eggetarian,moderate,no_equipment,3,indian,0
lose_weight,Male,30,164.1,56.0,20.8,eggetarian,moderate,dumbbells,4,indian,1
improve_stamina,Female,59,153.1,66.2,28.2,vegetarian,light,dumbbells,5,indian,7
lose_weight,Female,16,174.7,46.7,15.3,vegetarian,light,dumbbells,4,western,8
improve_stamina,Male,19,181.3,68.7,20.9,vegetarian,active,full_gym,3,indian,0
build_muscle,Male,26,184.0,97.3,28.7,standard,active,dumbbells,4,global,1
lose_weight,Male,30,180.1,76.9,23.7,vegan,very_active,dumbbells,3,western,1
lose_weight,Male,30,175.6,84.4,27.4,standard,moderate,dumbbells,5,western,6
lose_weight,Male,63,166.7,57.1,20.5,standard,moderate,no_equipment,3,indian,0
lose_weight,Male,33,178.0,69.4,21.9,eggetarian,sedentary,dumbbells,3,western,1
improve_stamina,Male,61,186.9,68.9,19.7,vegetarian,active,full_gym,4,western,7
improve_stamina,Male,32,172.9,92.8,31.0,eggetarian,active,no_equipment,3,indian,0
lose_weight,Other,26,155.5,55.2,22.8,standard,sedentary,dumbbells,6,western,1
build_muscle,Female,32,158.9,62.5,24.8,standard,moderate,dumbbells,3,western,1
lose_weight,Male,16,178.0,40.0,12.6,standard,very_active,full_gym,3,indian,0
lose_weight,Male,35,169.0,71.4,25.0,standard,moderate,full_gym,6,global,0
improve_stamina,Other,16,159.6,76.3,30.0,jain,moderate,dumbbells,3,indian,0
lose_weight,Other,56,162.5,54.9,20.8,eggetarian,very_active,dumbbells,5,western,1
build_muscle,Male,59,166.8,72.8,26.2,vegetarian,light,full_gym,5,western,2
lose_weight,Female,34,158.9,40.0,15.8,eggetarian,very_active,no_equipment,5,western,8
lose_weight,Other,32,169.3,86.5,30.2,standard,sedentary,no_equipment,3,western,6
build_muscle,Female,62,163.7,56.1,20.9,vegetarian,moderate,full_gym,3,western,2
stay_active,Female,64,162.8,64.4,24.3,eggetarian,very_active,full_gym,5,indian,7
lose_weight,Female,26,146.9,72.9,33.8,standard,active,full_gym,4,western,6
improve_stamina,Other,31,182.3,94.1,28.3,standard,very_active,dumbbells,3,indian,0
build_muscle,Male,40,155.3,76.4,31.7,eggetarian,active,full_gym,6,indian,0
improve_stamina,Male,27,178.3,44.6,14.0,eggetarian,light,dumbbells,5,global,0
lose_weight,Male,33,182.3,75.4,22.7,eggetarian,light,dumbbells,5,indian,1
build_muscle,Male,33,185.6,87.1,25.3,eggetarian,moderate,dumbbells,4,western,1
build_muscle,Male,56,175.0,66.4,21.7,standard,sedentary,no_equipment,3,global,0
lose_weight,Female,19,165.3,54.3,19.9,eggetarian,light,full_gym,4,indian,0
lose_weight,Male,41,182.4,49.0,14.7,vegetarian,moderate,dumbbells,3,indian,1
lose_weight,Female,62,157.4,62.9,25.4,standard,sedentary,no_equipment,3,indian,8
build_muscle,Male,28,171.0,63.0,21.5,standard,light,no_equipment,4,western,0
improve_stamina,Male,35,182.5,96.3,28.9,eggetarian,sedentary,dumbbells,5,global,0
build_muscle,Female,24,167.6,49.4,17.6,vegetarian,moderate,no_equipment,5,global,0
lose_weight,Male,39,165.5,79.7,29.1,standard,very_active,dumbbells,3,indian,6
build_muscle,Male,20,192.8,40.0,10.8,vegetarian,moderate,dumbbells,4,indian,1
lose_weight,Male,30,164.8,61.5,22.6,vegetarian,moderate,dumbbells,6,indian,1
lose_weight,Female,36,160.5,69.1,26.8,standard,active,no_equipment,4,indian,8
build_muscle,Male,43,166.2,90.6,32.8,eggetarian,moderate,dumbbells,4,indian,1
build_muscle,Other,34,179.3,53.5,16.6,standard,active,no_equipment,4,indian,0
build_muscle,Male,51,183.7,82.2,24.4,eggetarian,light,dumbbells,6,indian,1
lose_weight,Male,64,184.5,40.0,11.8,vegetarian,moderate,no_equipment,4,indian,0
build_muscle,Female,34,158.5,68.6,27.3,vegetarian,light,dumbbells,5,indian,1
stay_active,Female,38,160.7,44.7,17.3,vegetarian,active,full_gym,3,indian,0
build_muscle,Female,26,170.4,62.5,21.5,vegetarian,moderate,no_equipment,5,western,0
lose_weight,Female,27,161.4,73.8,28.3,eggetarian,active,dumbbells,4,global,8
lose_weight,Female,35,151.9,68.0,29.5,standard,light,full_gym,3,western,6
lose_weight,Female,30,161.9,40.0,15.3,vegetarian,active,dumbbells,5,western,8
stay_active,Female,25,160.9,60.0,23.2,vegetarian,moderate,full_gym,3,indian,0
build_muscle,Male,24,176.3,83.7,26.9,standard,sedentary,full_gym,5,indian,2
stay_active,Male,28,178.3,63.7,20.0,vegetarian,active,no_equipment,4,western,0
build_muscle,Male,30,158.6,86.5,34.4,vegetarian,light,no_equipment,3,indian,0
stay_active,Male,56,170.3,86.2,29.7,vegetarian,light,dumbbells,5,indian,7
build_muscle,Male,16,165.0,54.5,20.0,standard,sedentary,dumbbells,5,indian,1
lose_weight,Male,33,173.0,95.1,31.8,standard,light,dumbbells,3,indian,6
improve_stamina,Female,29,155.3,75.0,31.1,eggetarian,active,full_gym,3,western,0
improve_stamina,Male,44,162.4,59.9,22.7,standard,active,full_gym,4,indian,7
build_muscle,Male,58,161.5,57.1,21.9,standard,moderate,full_gym,3,indian,2
stay_active,Male,46,165.0,62.3,22.9,standard,moderate,full_gym,4,indian,7
improve_stamina,Male,24,171.1,72.9,24.9,standard,moderate,no_equipment,5,indian,0
build_muscle,Male,37,168.8,40.3,14.1,vegetarian,light,no_equipment,3,indian,0
lose_weight,Male,56,177.8,73.6,23.3,vegetarian,active,dumbbells,4,indian,1
improve_stamina,Female,46,163.1,59.2,22.3,vegetarian,sedentary,no_equipment,3,indian,7
build_muscle,Male,18,164.6,78.6,29.0,standard,active,full_gym,4,global,3
lose_weight,Male,50,158.2,79.4,31.7,standard,active,dumbbells,3,indian,6
build_muscle,Male,20,173.3,84.4,28.1,eggetarian,light,dumbbells,3,indian,1
build_muscle,Female,16,169.0,64.8,22.7,eggetarian,light,no_equipment,5,indian,0
stay_active,Male,20,168.4,66.5,23.4,vegetarian,light,full_gym,5,indian,5
build_muscle,Male,37,166.7,58.1,20.9,vegetarian,light,no_equipment,6,western,0
build_muscle,Female,51,154.3,55.3,23.2,standard,moderate,dumbbells,6,indian,1
build_muscle,Male,38,170.0,72.9,25.2,eggetarian,moderate,full_gym,3,indian,2
stay_active,Female,52,175.9,69.6,22.5,standard,very_active,dumbbells,6,western,7
build_muscle,Male,23,163.6,60.7,22.7,vegetarian,moderate,no_equipment,6,indian,0
build_muscle,Female,19,157.7,62.9,25.3,vegetarian,very_active,dumbbells,3,global,1
lose_weight,Male,26,164.6,71.4,26.4,standard,light,dumbbells,4,western,1
build_muscle,Female,20,167.9,52.6,18.7,standard,active,dumbbells,3,indian,1
lose_weight,Female,43,162.1,94.7,36.0,vegetarian,active,full_gym,5,global,6
build_muscle,Female,22,154.0,55.0,23.2,vegan,light,full_gym,4,western,2
improve_stamina,Male,20,182.7,77.4,23.2,vegetarian,light,no_equipment,5,indian,0
improve_stamina,Female,35,150.2,40.0,17.7,eggetarian,active,dumbbells,3,global,0
lose_weight,Male,34,174.6,47.7,15.6,eggetarian,very_active,dumbbells,3,western,1
build_muscle,Male,63,182.3,83.2,25.0,standard,light,dumbbells,3,global,1
lose_weight,Male,31,177.0,81.5,26.0,eggetarian,moderate,full_gym,5,global,0
improve_stamina,Male,26,180.8,61.2,18.7,standard,sedentary,full_gym,4,indian,0
lose_weight,Male,29,175.7,70.9,23.0,eggetarian,light,full_gym,4,indian,0
lose_weight,Female,25,149.7,77.7,34.7,vegetarian,light,dumbbells,4,indian,6
build_muscle,Other,40,156.6,50.7,20.7,standard,light,full_gym,5,indian,2
stay_active,Female,31,169.1,63.7,22.3,standard,active,full_gym,3,indian,0
lose_weight,Female,36,157.8,63.1,25.3,standard,moderate,dumbbells,5,western,8
build_muscle,Other,19,152.6,68.4,29.4,standard,sedentary,dumbbells,4,western,1
build_muscle,Female,21,162.9,72.5,27.3,standard,active,no_equipment,3,indian,0
improve_stamina,Female,40,163.2,63.8,24.0,vegan,light,dumbbells,4,indian,7
lose_weight,Female,42,162.3,54.6,20.7,standard,moderate,dumbbells,3,indian,8
stay_active,Female,18,154.5,65.5,27.4,standard,moderate,full_gym,5,western,0
improve_stamina,Male,18,162.3,96.2,36.5,standard,moderate,dumbbells,5,indian,0
stay_active,Female,35,161.6,71.5,27.4,standard,active,dumbbells,4,indian,8
lose_weight,Female,22,159.0,55.5,22.0,vegetarian,light,no_equipment,4,indian,8
stay_active,Female,30,145.0,55.9,26.6,standard,active,no_equipment,5,indian,8
build_muscle,Male,38,171.7,93.4,31.7,standard,very_active,full_gym,4,western,3
lose_weight,Male,44,150.9,89.2,39.2,eggetarian,active,full_gym,4,indian,6
build_muscle,Female,52,160.2,60.4,23.5,vegan,light,dumbbells,3,western,1
build_muscle,Female,55,152.7,72.5,31.1,eggetarian,moderate,dumbbells,6,western,1
build_muscle,Female,57,168.2,54.7,19.3,standard,moderate,dumbbells,3,global,1
build_muscle,Male,60,170.9,57.0,19.5,vegan,light,full_gym,5,western,2
improve_stamina,Male,33,173.6,55.6,18.4,vegetarian,moderate,full_gym,6,indian,0
lose_weight,Male,22,172.0,64.7,21.9,vegetarian,light,dumbbells,6,indian,1
stay_active,Male,26,187.4,76.9,21.9,vegetarian,active,full_gym,3,indian,0
improve_stamina,Female,63,151.8,51.4,22.3,standard,moderate,no_equipment,3,indian,7
build_muscle,Female,22,157.5,61.9,25.0,standard,active,full_gym,3,indian,3
improve_stamina,Female,31,152.1,57.0,24.6,eggetarian,sedentary,dumbbells,5,indian,0
lose_weight,Male,30,188.0,40.0,11.3,jain,active,dumbbells,6,indian,1
